protein_id	Seq MD5 digest	Sequence length	Analysis	Signature accession	Signature description	Start location	Stop location	Score	Status	Date of run	Interpro annotations - accession	Interpro annotation - description	optional: GO terms	optional: Pathway annotation
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PRINTS	PR00775	90kDa heat shock protein signature	167	184	1.3E-71	T	14-10-2020	IPR020575	Heat shock protein Hsp90, N-terminal		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PRINTS	PR00775	90kDa heat shock protein signature	91	108	1.3E-71	T	14-10-2020	IPR020575	Heat shock protein Hsp90, N-terminal		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PRINTS	PR00775	90kDa heat shock protein signature	185	203	1.3E-71	T	14-10-2020	IPR020575	Heat shock protein Hsp90, N-terminal		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PRINTS	PR00775	90kDa heat shock protein signature	24	46	1.3E-71	T	14-10-2020	IPR020575	Heat shock protein Hsp90, N-terminal		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PANTHER	PTHR11528:SF34	HEAT SHOCK PROTEIN 83	3	686	2.8E-260	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Gene3D	G3DSA:3.30.70.2140	-	208	251	1.3E-94	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	SUPERFAMILY	SSF110942	HSP90 C-terminal domain	542	664	9.02E-32	T	14-10-2020	IPR037196	HSP90, C-terminal domain		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Pfam	PF00183	Hsp90 protein	181	691	2.5E-193	T	14-10-2020	IPR001404	Heat shock protein Hsp90 family	GO:0005524|GO:0006457|GO:0051082	
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Hamap	MF_00505	Chaperone protein HtpG [htpG].	3	665	25.675	T	14-10-2020	IPR001404	Heat shock protein Hsp90 family	GO:0005524|GO:0006457|GO:0051082	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	ProSitePatterns	PS00170	Cyclophilin-type peptidyl-prolyl cis-trans isomerase signature.	51	68	-	T	14-10-2020	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	GO:0003755|GO:0006457	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	PANTHER	PTHR11071	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE	3	168	2.2E-75	T	14-10-2020				
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	Gene3D	G3DSA:2.40.100.10	-	1	168	6.3E-78	T	14-10-2020	IPR029000	Cyclophilin-like domain superfamily		
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	PANTHER	PTHR11071:SF420	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP20-3, CHLOROPLASTIC	3	168	2.2E-75	T	14-10-2020				
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	PIRSF	PIRSF001467	Peptidylpro_ismrse	2	168	6.2E-74	T	14-10-2020	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase	GO:0003755	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	ProSiteProfiles	PS50072	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.	10	167	42.289	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	SUPERFAMILY	SSF50891	Cyclophilin-like	4	168	4.53E-69	T	14-10-2020	IPR029000	Cyclophilin-like domain superfamily		
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	99	114	3.2E-31	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	56	68	3.2E-31	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	114	126	3.2E-31	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	27	42	3.2E-31	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	127	142	3.2E-31	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_082570	7d779a91f8388a09c4c14cdd4a959923	168	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	11	165	1.9E-50	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	34	233	2.6E-46	T	14-10-2020				
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	ProSitePatterns	PS00640	Eukaryotic thiol (cysteine) proteases asparagine active site.	201	220	-	T	14-10-2020	IPR025661	Cysteine peptidase, asparagine active site		
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	27	238	2.0E-67	T	14-10-2020				
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	Pfam	PF00112	Papain family cysteine protease	32	235	1.6E-56	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	ProSitePatterns	PS00139	Eukaryotic thiol (cysteine) proteases cysteine active site.	38	49	-	T	14-10-2020	IPR000169	Cysteine peptidase, cysteine active site		
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	SMART	SM00645	pept_c1	28	237	2.7E-53	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	SUPERFAMILY	SSF54001	Cysteine proteinases	22	237	1.59E-67	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	PANTHER	PTHR12411:SF16	TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE 1	34	233	2.6E-46	T	14-10-2020				
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	PRINTS	PR00705	Papain cysteine protease (C1) family signature	186	196	6.5E-9	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	PRINTS	PR00705	Papain cysteine protease (C1) family signature	201	207	6.5E-9	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_082716	1eda07b79ca7643d06db36b440f3e7e8	238	PRINTS	PR00705	Papain cysteine protease (C1) family signature	38	53	6.5E-9	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	PRINTS	PR00625	DnaJ domain signature	59	78	3.2E-15	T	14-10-2020	IPR001623	DnaJ domain		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	PRINTS	PR00625	DnaJ domain signature	39	59	3.2E-15	T	14-10-2020	IPR001623	DnaJ domain		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	PRINTS	PR00625	DnaJ domain signature	8	26	3.2E-15	T	14-10-2020	IPR001623	DnaJ domain		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	SUPERFAMILY	SSF57938	DnaJ/Hsp40 cysteine-rich domain	123	206	4.45E-12	T	14-10-2020	IPR036410	Heat shock protein DnaJ, cysteine-rich domain superfamily		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	ProSitePatterns	PS00636	Nt-dnaJ domain signature.	44	63	-	T	14-10-2020	IPR018253	DnaJ domain, conserved site		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	Gene3D	G3DSA:2.10.230.10	-	136	203	6.4E-33	T	14-10-2020				
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	MobiDBLite	mobidb-lite	consensus disorder prediction	378	413	-	T	14-10-2020				
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	SUPERFAMILY	SSF46565	Chaperone J-domain	2	96	3.53E-26	T	14-10-2020	IPR036869	Chaperone J-domain superfamily		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	ProSiteProfiles	PS50076	dnaJ domain profile.	6	67	19.171	T	14-10-2020	IPR001623	DnaJ domain		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	Pfam	PF01556	DnaJ C terminal domain	112	332	8.9E-31	T	14-10-2020	IPR002939	Chaperone DnaJ, C-terminal		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	PANTHER	PTHR43888	DNAJ-LIKE-2, ISOFORM A-RELATED	2	377	1.8E-90	T	14-10-2020				
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	MobiDBLite	mobidb-lite	consensus disorder prediction	385	403	-	T	14-10-2020				
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	CDD	cd10747	DnaJ_C	202	335	1.38324E-30	T	14-10-2020				
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	CDD	cd10719	DnaJ_zf	136	203	2.57037E-15	T	14-10-2020	IPR001305	Heat shock protein DnaJ, cysteine-rich domain	GO:0031072|GO:0051082	
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	Pfam	PF00226	DnaJ domain	7	64	1.7E-16	T	14-10-2020	IPR001623	DnaJ domain		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	Gene3D	G3DSA:2.60.260.20	Urease metallochaperone UreE	253	333	2.6E-21	T	14-10-2020				
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	Gene3D	G3DSA:2.60.260.20	Urease metallochaperone UreE	109	244	6.4E-33	T	14-10-2020				
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	Gene3D	G3DSA:1.10.287.110	-	1	86	4.8E-22	T	14-10-2020	IPR036869	Chaperone J-domain superfamily		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	SUPERFAMILY	SSF49493	HSP40/DnaJ peptide-binding domain	112	249	4.84E-10	T	14-10-2020	IPR008971	HSP40/DnaJ peptide-binding	GO:0006457|GO:0051082	
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	SUPERFAMILY	SSF49493	HSP40/DnaJ peptide-binding domain	253	343	4.19E-17	T	14-10-2020	IPR008971	HSP40/DnaJ peptide-binding	GO:0006457|GO:0051082	
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	SMART	SM00271	dnaj_3	5	59	5.4E-16	T	14-10-2020	IPR001623	DnaJ domain		
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	ProSiteProfiles	PS51188	Zinc finger CR-type profile.	123	208	18.922	T	14-10-2020	IPR001305	Heat shock protein DnaJ, cysteine-rich domain	GO:0031072|GO:0051082	
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	Pfam	PF00684	DnaJ central domain	136	202	2.4E-9	T	14-10-2020	IPR001305	Heat shock protein DnaJ, cysteine-rich domain	GO:0031072|GO:0051082	
HIN_083866	452c3ee3b3d4ac11b189496a7223a777	413	CDD	cd06257	DnaJ	8	56	3.45627E-16	T	14-10-2020	IPR001623	DnaJ domain		
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	108	123	6.2E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	65	77	6.2E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	36	51	6.2E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	136	151	6.2E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	123	135	6.2E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	PIRSF	PIRSF001467	Peptidylpro_ismrse	5	177	4.9E-74	T	14-10-2020	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase	GO:0003755	
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	PANTHER	PTHR11071:SF420	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP20-3, CHLOROPLASTIC	11	177	2.8E-73	T	14-10-2020				
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	PANTHER	PTHR11071	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE	11	177	2.8E-73	T	14-10-2020				
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	Gene3D	G3DSA:2.40.100.10	-	5	177	4.9E-77	T	14-10-2020	IPR029000	Cyclophilin-like domain superfamily		
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	SUPERFAMILY	SSF50891	Cyclophilin-like	8	177	3.07E-67	T	14-10-2020	IPR029000	Cyclophilin-like domain superfamily		
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	20	174	1.1E-49	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	ProSiteProfiles	PS50072	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.	19	176	42.127	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_085919	c50941ab59c74da4d16a498f2202412f	177	ProSitePatterns	PS00170	Cyclophilin-type peptidyl-prolyl cis-trans isomerase signature.	60	77	-	T	14-10-2020	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	GO:0003755|GO:0006457	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	SUPERFAMILY	SSF50891	Cyclophilin-like	9	178	3.51E-69	T	14-10-2020	IPR029000	Cyclophilin-like domain superfamily		
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	ProSitePatterns	PS00170	Cyclophilin-type peptidyl-prolyl cis-trans isomerase signature.	61	78	-	T	14-10-2020	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	GO:0003755|GO:0006457	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	Gene3D	G3DSA:2.40.100.10	-	7	178	5.3E-78	T	14-10-2020	IPR029000	Cyclophilin-like domain superfamily		
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	66	78	8.6E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	37	52	8.6E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	109	124	8.6E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	137	152	8.6E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	124	136	8.6E-30	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	PIRSF	PIRSF001467	Peptidylpro_ismrse	5	178	6.4E-74	T	14-10-2020	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase	GO:0003755	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	PANTHER	PTHR11071	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE	12	178	2.1E-77	T	14-10-2020				
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	ProSiteProfiles	PS50072	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.	20	177	42.067	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	PANTHER	PTHR11071:SF420	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP20-3, CHLOROPLASTIC	12	178	2.1E-77	T	14-10-2020				
HIN_088814	d54f2d6f560af4dbc1eef0041d11ddc2	178	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	21	175	1.4E-50	T	14-10-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413|GO:0003755	
HIN_088865	f428d83abc54439c6536c673266ad075	319	Gene3D	G3DSA:3.50.50.60	-	120	241	4.5E-93	T	14-10-2020	IPR036188	FAD/NAD(P)-binding domain superfamily		
HIN_088865	f428d83abc54439c6536c673266ad075	319	PANTHER	PTHR48105:SF16	THIOREDOXIN REDUCTASE 1-RELATED	4	314	1.0E-86	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase	4	299	1.4E-36	T	14-10-2020	IPR023753	FAD/NAD(P)-binding domain	GO:0016491|GO:0055114	
HIN_088865	f428d83abc54439c6536c673266ad075	319	PANTHER	PTHR48105	THIOREDOXIN REDUCTASE 1-RELATED-RELATED	4	314	1.0E-86	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	5	24	4.4E-27	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	103	121	4.4E-27	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	263	285	4.4E-27	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	144	162	4.4E-27	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	228	244	4.4E-27	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	Gene3D	G3DSA:3.50.50.60	-	5	309	4.5E-93	T	14-10-2020	IPR036188	FAD/NAD(P)-binding domain superfamily		
HIN_088865	f428d83abc54439c6536c673266ad075	319	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	2	256	1.73E-33	T	14-10-2020	IPR036188	FAD/NAD(P)-binding domain superfamily		
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	4	26	4.6E-50	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	104	112	4.6E-50	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	140	164	4.6E-50	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	57	67	4.6E-50	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	37	52	4.6E-50	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	126	138	4.6E-50	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	273	291	4.6E-50	T	14-10-2020				
HIN_088865	f428d83abc54439c6536c673266ad075	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	192	208	4.6E-50	T	14-10-2020				
HIN_093412	82ee1fd8914d46214841d0434a21dfc5	1240	Coils	Coil	Coil	1184	1204	-	T	14-10-2020				
HIN_093432	e220218cd261664e75db140592f406a6	1194	Coils	Coil	Coil	1138	1158	-	T	14-10-2020				
HIN_096370	6437123f4430442007e3b8b43767aea3	212	PANTHER	PTHR12411:SF16	TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE 1	4	155	3.2E-24	T	14-10-2020				
HIN_096370	6437123f4430442007e3b8b43767aea3	212	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	1	164	2.5E-40	T	14-10-2020				
HIN_096370	6437123f4430442007e3b8b43767aea3	212	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	4	155	3.2E-24	T	14-10-2020				
HIN_096370	6437123f4430442007e3b8b43767aea3	212	Pfam	PF00112	Papain family cysteine protease	4	157	1.2E-30	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_096370	6437123f4430442007e3b8b43767aea3	212	SUPERFAMILY	SSF54001	Cysteine proteinases	3	159	1.65E-38	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_096370	6437123f4430442007e3b8b43767aea3	212	SMART	SM00645	pept_c1	1	158	1.2E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	Gene3D	G3DSA:3.90.640.10	Actin; Chain A	18	95	7.8E-68	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	MobiDBLite	mobidb-lite	consensus disorder prediction	401	429	-	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	ProSitePatterns	PS01036	Heat shock hsp70 proteins family signature 3.	123	137	-	T	13-10-2020	IPR018181	Heat shock protein 70, conserved site		Reactome: R-HSA-3371453
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	PANTHER	PTHR19375	HEAT SHOCK PROTEIN 70KDA	4	403	2.5E-157	T	13-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	Gene3D	G3DSA:3.30.420.40	-	2	154	7.8E-68	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	SUPERFAMILY	SSF100920	Heat shock protein 70kD (HSP70), peptide-binding domain	178	335	1.28E-53	T	13-10-2020	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily		Reactome: R-HSA-3371453
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	Gene3D	G3DSA:3.30.420.40	-	155	165	7.8E-68	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	Gene3D	G3DSA:1.20.1270.10	-	302	404	8.4E-26	T	13-10-2020	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily		Reactome: R-HSA-3371453
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	PRINTS	PR00301	70kDa heat shock protein signature	152	172	3.5E-35	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	PRINTS	PR00301	70kDa heat shock protein signature	120	136	3.5E-35	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	PRINTS	PR00301	70kDa heat shock protein signature	262	278	3.5E-35	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	PRINTS	PR00301	70kDa heat shock protein signature	181	200	3.5E-35	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	SUPERFAMILY	SSF53067	Actin-like ATPase domain	3	169	2.93E-52	T	13-10-2020	IPR043129	ATPase, nucleotide binding domain		
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	Gene3D	G3DSA:2.60.34.10	Substrate Binding Domain Of DNAk; Chain A	166	299	5.0E-53	T	13-10-2020	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily		Reactome: R-HSA-3371453
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	PANTHER	PTHR19375:SF388	HEAT SHOCK 70 KDA PROTEIN COGNATE 2	4	403	2.5E-157	T	13-10-2020				
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	SUPERFAMILY	SSF100934	Heat shock protein 70kD (HSP70), C-terminal subdomain	330	407	1.96E-18	T	13-10-2020	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily		Reactome: R-HSA-3371453
HIN_100548	ad1bc1067dc4dac414bfe59168749179	429	Pfam	PF00012	Hsp70 protein	3	402	8.4E-131	T	13-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_100549	4685903ba9a4bf1adaa3961093b872b1	210	PANTHER	PTHR19375	HEAT SHOCK PROTEIN 70KDA	3	209	1.9E-102	T	13-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_100549	4685903ba9a4bf1adaa3961093b872b1	210	ProSitePatterns	PS00297	Heat shock hsp70 proteins family signature 1.	8	15	-	T	13-10-2020	IPR018181	Heat shock protein 70, conserved site		Reactome: R-HSA-3371453
